Question,Answer,Source,Date Retrieved
Why is Donald Trump accusing China for the spread of Covid 19?,-,Quora,7-May-20
Can garlic help you avoid COVID-19?,-,Quora,7-May-20
Do you think that the NEET 2020 will get postponed or get cancelled due to Coronavirus (Covid-19)?,-,Quora,7-May-20
Are reusable grocery bags a bad idea during the coronavirus (covid-19) pandemic?,-,Quora,7-May-20
Will Pakistan be able to handle the Covid-19 (coronavirus) outbreak?,-,Quora,7-May-20
Will covid 19 destroy America?,-,Quora,7-May-20
"Without a vaccine, will the COVID-19 (coronavirus) outbreak ever end?",-,Quora,7-May-20
How bad is COVID-19 in Russia?,-,Quora,7-May-20
At what temperature does the covid-19 virus thrive?,-,Quora,7-May-20
What happens when I get COVID-19?,-,Quora,7-May-20
Why are Chinese officials such as Zhao Lijian pushing the narrative that COVID-19 was engineered by the Americans to hurt China?,-,Quora,7-May-20
Do you think that Donald Trump understands the seriousness of COVID-19?,-,Quora,7-May-20
Are they being honest about COVID-19?,-,Quora,7-May-20
How will I know if I have Covid 19 if I'm asymptomatic?,-,Quora,7-May-20
How bad will the situation become in the US if Covid-19 is not controlled?,-,Quora,7-May-20
Is the Coronavirus (COVID-19 (2019-2020)) mentioned in the Bible code?,-,Quora,7-May-20
How does the government of India curb the increase of confirmed cases of COVID-19?,-,Quora,7-May-20
What are the lessons to learn from South Korea about containing the COVID-19 pandemic?,-,Quora,7-May-20
What is the rate of recovery from the COVID 19 virus? How long does it last?,-,Quora,7-May-20
Is Covid-19 disease in your country well controlled?,-,Quora,7-May-20
"Did the Trump administration really ""inherit"" a faulty or outdated COVID-19 test from the Obama administration?",-,Quora,7-May-20
Can Covid 19 reduce the population of humans on Earth by half?,-,Quora,7-May-20
How well prepared are countries for a covid-19 pandemic?,-,Quora,7-May-20
What changes might we see in the Indian IT industry in the post Covid-19 world?,-,Quora,7-May-20
What is your routine for the COVID 19 holidays?,-,Quora,7-May-20
How can I protect my child from a COVID-19 infection?,-,Quora,7-May-20
What can COVID-19 do?,-,Quora,7-May-20
How much more susceptible are smokers to succumbing to COVID-19?,-,Quora,7-May-20
Who came up with the name COVID-19?,-,Quora,7-May-20
What past lesson can help us deal with the current COVID-19 pandemic?,-,Quora,7-May-20
How should India fight COVID-19?,-,Quora,7-May-20
"Who's to blame, the government or Tablighi Jamaat for covid-19?",-,Quora,7-May-20
Why don’t we hear more of the impact of the corona virus (COVID-2019) on Russia’s national health and economy?,-,Quora,7-May-20
How should you treat the Coronavirus (COVID-19) at home?,-,Quora,7-May-20
How is Russia dealing with COVID-19?,-,Quora,7-May-20
What would be the aftermath of the COVID 19 outbreak?,-,Quora,7-May-20
Is God ignoring covid 19?,-,Quora,7-May-20
Will the USA overcome Covid 19?,-,Quora,7-May-20
Why is the US struggling so much compared to other countries when it comes to testing for COVID-19?,-,Quora,7-May-20
Should schools close for COVID-19?,-,Quora,7-May-20
Did Nostradamus predict the Covid-19 epidemic in any of his prophecies?,-,Quora,7-May-20
What company will produce the vaccine for covid-19?,-,Quora,7-May-20
What is the best way to handle groceries during COVID-19?,-,Quora,7-May-20
Did the COVID-19 pandemic make you realize anything about yourself that you didn’t already know?,-,Quora,7-May-20
Was COVID-19 foretold in the Bible?,-,Quora,7-May-20
What are some screenshots that are worth 10000+ likes?,-,Quora,7-May-20
Will there be additional stimulus payments for COVID-19?,-,Quora,7-May-20
What jobs are the safest in terms of job security during the COVID-19 world pandemic?,-,Quora,7-May-20
Will you take a mandatory covid-19 vaccine?,-,Quora,7-May-20
Do the symptoms for COVID-19 come together or can you have separate symptoms showing up at different times?,-,Quora,7-May-20
"How likely is the Covid-19 virus to mutate, and when?",-,Quora,7-May-20
Will America collapse and become a third-world country in the wake of Covid-19?,-,Quora,7-May-20
What are the various steps countries are taking to contain the Covid-19 coronavirus?,-,Quora,7-May-20
How do testing kits for the coronavirus (COVID-19) detect the virus?,-,Quora,7-May-20
What would happen if we just let covid 19 run its course and not practice social distancing?,-,Quora,7-May-20
Will covid 19 be gone this year?,-,Quora,7-May-20
"Given the evidence so far, will COVID-19 most likely go away in the summer?",-,Quora,7-May-20
Is covid-19 under control now in Bihar?,-,Quora,7-May-20
"If you get Covid-19 in the US, do you have to pay for the treatment/being in the hospital?",-,Quora,7-May-20
Is COVID-19 the beginning of the apocalypse?,-,Quora,7-May-20
What do you think of the UK strategy for dealing with The Covid-19?,-,Quora,7-May-20
Is the COVID-19 coronavirus much less threatening than being portrayed in the media?,-,Quora,7-May-20
What is the meaning Covid?,-,Quora,7-May-20
"Before Covid 19, the Chinese wore masks everywhere. Why?",-,Quora,7-May-20
How has covid-19 affected your job or career so far?,-,Quora,7-May-20
Which country will surpass the US in the number of confirmed COVID-19 cases?,-,Quora,7-May-20
Will the COVID-19 virus affect house prices in the U.K.?,-,Quora,7-May-20
What happened to Covid 1-18 and will there be a covid-20?,-,Quora,7-May-20
How much of a factor will the COVID-19 be in the 2020 presidential election?,-,Quora,7-May-20
What is the realistic health impact of COVID 19?,-,Quora,7-May-20
Will the world go back to normal after the COVID-19 is gone?,-,Quora,7-May-20
"How come the infection rate of COVID-19 is much higher in the U.S. than it is in China, even though China is more compact and populous?",-,Quora,7-May-20
"Is the fear around the coronavirus Covid-19 overblown, justified, or too early to say?",-,Quora,7-May-20
What disinfectants kill the Covid 19 virus?,-,Quora,7-May-20
What's the most dangerous aspect of Covid-19 that isn't talked about?,-,Quora,7-May-20
Where are we on the COVID-19 curve now?,-,Quora,7-May-20
Are we all ready to live with COVID-19?,-,Quora,7-May-20
How would e-learning be helpful in covid-19?,-,Quora,7-May-20
What sort of penalty should China pay for causing COVID-19?,-,Quora,7-May-20
Have the people who were sickened with COVID 19 developed immunity?,-,Quora,7-May-20
Should COVID-19 patients avoid taking ibuprofen?,-,Quora,7-May-20
Will COVID-19 ruin small businesses?,-,Quora,7-May-20
Is the COVID-19 crisis worse than 9/11?,-,Quora,7-May-20
Is the Swedish model of herd immunity for the Covid-19 virus a better way in the long run?,-,Quora,7-May-20
Are certain blood types more resistant to acquiring the COVID-19 when exposed than others?,-,Quora,7-May-20
How can the world hold China financially liable for the COVID-19 global pandemic?,-,Quora,7-May-20
"Will high temperatures kill covid-19 (coronavirus)? In theory, the virus should die in the summer.",-,Quora,7-May-20
Who will be the world superpower at the end of the COVID-19 coronavirus pandemic?,-,Quora,7-May-20
Does the COVID-19 provoke a fever?,-,Quora,7-May-20
Was there a Covid-18?,-,Quora,7-May-20
What are your tips for staying productive while staying home during the COVID-19 pandemic?,-,Quora,7-May-20
Which industries are likely to flourish during the Covid-19 pandemic?,-,Quora,7-May-20
Will the USA collapse after the COVID-19 pandemic?,-,Quora,7-May-20
How is India going to fight against covid-19?,-,Quora,7-May-20
What is the best thing that has happened to you during the Covid 19 lockdown period?,-,Quora,7-May-20
"What does the ""Covid"" part of Covid-19 stand for?",-,Quora,7-May-20
What would happen if the Coronavirus did not stop?,-,Quora,7-May-20
Which state in India is advanced enough to handle coronavirus (COVID-19) cases?,-,Quora,7-May-20
Will COVID-19 affect Christmas 2020?,-,Quora,7-May-20
Why is America ready to reopen before a vaccine is made for Covid-19?,-,Quora,7-May-20
Does COVID-19 have any neurological symptoms?,-,Quora,7-May-20
Has COVID-19 changed your opinion on Universal Basic Income?,-,Quora,7-May-20
How has Covid-19 affected your loved ones?,-,Quora,7-May-20
"Why is ""W.H.O"" responsible for the Covid-19 impact?",-,Quora,7-May-20
How do dogs and cats contract COVID-19?,-,Quora,7-May-20
Can the UPSC CSE be postponed due to CoVID-19?,-,Quora,7-May-20
Where's the first place you're going to travel to once COVID-19 dies down?,-,Quora,7-May-20
Will most airlines go bankrupt after the CoVID-19 pandemic?,-,Quora,7-May-20
How do I prevent getting infected with COVID-19 from delivered packages and groceries?,-,Quora,7-May-20
Why wouldn't Tamiflu help against COVID-19?,-,Quora,7-May-20
How bad is COVID-19 expected to get in the next month?,-,Quora,7-May-20
Is there reason to believe the COVID-19 deaths in China are underreported?,-,Quora,7-May-20
What innovations will likely be fueled by the COVID-19 crisis?,-,Quora,7-May-20
"What is Covid-19, and how do we protect ourselves?",-,Quora,7-May-20
How will yoga help me protect myself against COVID-19?,-,Quora,7-May-20
Why do some people with no underlying health conditions die of covid 19?,-,Quora,7-May-20
"How did Sylvia Brown predict about the 2020 Covid 19 virus in her book named ""End of Days""?",-,Quora,7-May-20
"What are red, orange, and green zones in the context of COVID-19 containment?",-,Quora,7-May-20
Is the NEET 2020 going to be cancelled due to the coronavirus (Covid-19)?,-,Quora,7-May-20
When is COVID-19 expected to peak in the USA?,-,Quora,7-May-20
"How should it be spelled: COVID, covid, CoViD, Covid, or something else?",-,Quora,7-May-20
Will the College Board push back AP tests because of COVID-19?,-,Quora,7-May-20
When will COVID-19 reach its peak?,-,Quora,7-May-20
How is West Bengal dealing with COVID-19?,-,Quora,7-May-20
Would COVID-19 quarantines work in the U.S.A.?,-,Quora,7-May-20
What is the impact of Covid-19 on the global economy?,-,Quora,7-May-20
Should people take the coronavirus (COVID-19) more seriously?,-,Quora,7-May-20
Do chloroquine and azithromycin really work to handle severe cases of COVID-19?,-,Quora,7-May-20
How will you react to the arrival of COVID-19?,-,Quora,7-May-20
Can Chinese people staying in China share the truth about how many people have been infected by covid-19?,-,Quora,7-May-20
Is Covid-19 weaponized?,-,Quora,7-May-20
What are 5 things that will never be the same because of COVID-19?,-,Quora,7-May-20
Is herd immunity the best way to stop the spread of COVID-19 (coronavirus)?,-,Quora,7-May-20
Why is COVID-19 affecting young adults more in America than China?,-,Quora,7-May-20
Are kids getting affected by COVID-19?,-,Quora,7-May-20
Is the Covid-19 containable?,-,Quora,7-May-20
"Regarding recent events, has humanity ever experienced a pandemic like the COVID-19?",-,Quora,7-May-20
Can you recommend me some interesting books to read during lockdown amid Covid-19?,-,Quora,7-May-20
Why does the British government think that the COVID-19 is not considered to be a high consequence infectious disease (HCID) in the UK?,-,Quora,7-May-20
Why can't they take antibodies from people who have recovered from COVID-19 to create a vaccine?,-,Quora,7-May-20
Is the covid curve flattening?,-,Quora,7-May-20
Will Covid-19 spread in India like it did in China and Italy?,-,Quora,7-May-20
Can we expect new movies after COVID-19?,-,Quora,7-May-20
Where should we invest after Covid 19 ends?,-,Quora,7-May-20
Why did Italy suffer from the COVID-19 transmission much harder than the USA?,-,Quora,7-May-20
Is Tablighi Jamaat responsible for the spread of the corona virus?,-,Quora,7-May-20
Is it true that 5G spreads the COVID-19?,-,Quora,7-May-20
Can fasting help your immune system fight off covid-19?,-,Quora,7-May-20
Has the Australian government's call for an independent inquiry into the Chinese origin of the COVID-19 pandemic been fair and reasonable?,-,Quora,7-May-20
Will covid 19 eventually end up like HIV?,-,Quora,7-May-20
How scared are you about COVID-19?,-,Quora,7-May-20
Will TCS give offers to freshers due to covid?,-,Quora,7-May-20
Which ones are the most interesting facts about neurological illnesses and why is that?,-,Quora,7-May-20
What does the Islamic faith say about COVID 19?,-,Quora,7-May-20
Which medicines are used in China for COVID-19 treatment?,-,Quora,7-May-20
There's already had a cure in China of covid19? Is it true?,-,Quora,7-May-20
Are hydroxychloroquine and azithromycin the best treatment protocol for COVID-19?,-,Quora,7-May-20
Has Trump been tested for the coronavirus?,-,Quora,7-May-20
How destructive has Covid-19 been for the world economy?,-,Quora,7-May-20
When will international travel get back to normal following the Covid 19 pandemic?,-,Quora,7-May-20
What do Trump supporters think of his handling of Covid 19?,-,Quora,7-May-20
Will COVID-19 destruct India?,-,Quora,7-May-20
What will COVID-19 economic disruptions mean for climate change?,-,Quora,7-May-20
How does immunity play its role to fight Covid-19?,-,Quora,7-May-20
Is Mamata Banerjee hiding the real numbers of covid-19?,-,Quora,7-May-20
What needs to change once the Covid19 pandemic is over?,-,Quora,7-May-20
"Excepting President Donald Trump as an answer, what person or organization is most responsible for the rapid spread of the Covid-19 virus pandemic?",-,Quora,7-May-20
Which country will be the first to find the cure of COVID-19?,-,Quora,7-May-20
Will there be a ban on domestic travel within the USA due to COVID-19 (coronavirus)?,-,Quora,7-May-20
What new skill(s) have you acquired during the COVID-19 quarantine/lockdown?,-,Quora,7-May-20
"Because of the COVID-19 pandemic, do you wash your groceries?",-,Quora,7-May-20
Could you get sick with a mild case of COVID-19 and fully recover without even realizing you were ill?,-,Quora,7-May-20
Is COVID-19 a bringer of karma?,-,Quora,7-May-20
Why is Turkey hiding the COVID-19 infected cases?,-,Quora,7-May-20
Why is Bill Gates so interested in a COVID-19 vaccine?,-,Quora,7-May-20
Why did China turn to Pakistan for the COVID-19 vaccine human trial?,-,Quora,7-May-20
How long is someone infectious after recovery from COVID-19 symptoms?,-,Quora,7-May-20
Is Covid-19 killing more liberals or conservatives?,-,Quora,7-May-20
"Doctors and nurses treating patients with COVID-19, what is the current climate in your hospital?",-,Quora,7-May-20
Will COVID-19 vaccines be effective since a recovered person can contract the virus again?,-,Quora,7-May-20
How do you think Donald Trump should handle the Covid-19 pandemic?,-,Quora,7-May-20
How will Trump defeat COVID-19 by April 12th?,-,Quora,7-May-20
How did Tom Hanks and Rita Wilson catch COVID-19?,-,Quora,7-May-20
"Why was Elizabeth Windsor permitted to relocate to her 2nd home out of London during COVID-19, whereas the general public are not?",-,Quora,7-May-20
"Why is covid 19 so contagious? Covid 19 is not the flu, but it’s in the same family, and covid 19 is far more contagious. Why?",-,Quora,7-May-20
What damage to the economy will Covid19 cause?,-,Quora,7-May-20
Is any disinfectant injection available for covid 19?,-,Quora,7-May-20
Was there a COVID 18 before COVID 19?,-,Quora,7-May-20
Is Hantavirus an extension of COVID-19?,-,Quora,7-May-20
Is the movie Contagion about Covid-19?,-,Quora,7-May-20
Why is Covid-19 much stronger than previous corona viruses?,-,Quora,7-May-20
How has Covid-19 impacted you so far?,-,Quora,7-May-20
What impact would rain have on COVID-19?,-,Quora,7-May-20
Why can't prayer relieve the Covid 19 situation?,-,Quora,7-May-20
What percent of people have COVID-19?,-,Quora,7-May-20
Where does the word covid-19 come from?,-,Quora,7-May-20
Will Jesus save the world from COVID-19?,-,Quora,7-May-20
How long does the COVID-19 virus live for under normal conditions?,-,Quora,7-May-20
What is it that is making the stock market even better amid the covid-19 pandemic?,-,Quora,7-May-20
Is COVID-19 a blessing in disguise for the push for universal healthcare in the United States?,-,Quora,7-May-20
Why does Covid-19 spread fast in the USA? What makes it worse?,-,Quora,7-May-20
What are the reasons that covid 19 cases are increasing everyday in India?,-,Quora,7-May-20
Has President Trump failed America throughout the COVID-19 outbreak?,-,Quora,7-May-20
What is the purpose of COVID?,-,Quora,7-May-20
Which large restaurant chains will be driven out of business by COVID-19?,-,Quora,7-May-20
Did anyone see the Covid-19 virus coming?,-,Quora,7-May-20
How can people not believe the COVID-19 is real?,-,Quora,7-May-20
Have you changed any of your plans due to the coronavirus (COVID-19)?,-,Quora,7-May-20
How do I stay positive with Covid-19?,-,Quora,7-May-20
"Should we buy guns to protect ourselves during the COVID-19 outbreak in the USA, or rely on the police?",-,Quora,7-May-20
How did Kasaragod become worst hit by COVID-19 in Kerala?,-,Quora,7-May-20
How long does COVID-19 live on produce?,-,Quora,7-May-20
Is Covid-19 the Black Death of the 21st century?,-,Quora,7-May-20
How would Manmohan Singh have handled COVID-19 in India?,-,Quora,7-May-20
Can favipiravir (Avigan) be effective for treating the coronavirus?,-,Quora,7-May-20
What industries will have a huge boost once covid-19 lockdowns end?,-,Quora,7-May-20
"If you wrote a letter to yourself in the days just before the COVID pandemic, what would you say?",-,Quora,7-May-20
"Why, of all the history of the plagues, is COVID-19 more complex and deadlier?",-,Quora,7-May-20
"Is it COVID-19, Covid-19, covid-19, covid19 or something else?",-,Quora,7-May-20
Will religion make a comeback as a result of COVID-19?,-,Quora,7-May-20
What is each MBTI during quarantine COVID-19?,-,Quora,7-May-20
Has the WHO been negligent in their response to COVID-19?,-,Quora,7-May-20
How many rolls of toilet paper do you have right now due to COVID-19?,-,Quora,7-May-20
Would Donald Trump survive if he caught COVID-19?,-,Quora,7-May-20
"Will COVID ultimately kill 1,000,000 in the US?",-,Quora,7-May-20
How can we take precaution to stop COVID 19?,-,Quora,7-May-20
Is there any way to de-politicize the COVID-19 pandemic?,-,Quora,7-May-20
Why can't we just let COVID-19 play itself out?,-,Quora,7-May-20
How did Prince Charles get coronavirus covid-19?,-,Quora,7-May-20
What widely publicized results or studies about COVID-19 do experts believe are inaccurate?,-,Quora,7-May-20
How will Maharashtra control its increasing covid-19 cases?,-,Quora,7-May-20
How would Margaret Thatcher have handled the Covid-19 crisis?,-,Quora,7-May-20
Are coronavirus economic stimulus checks taxable?,-,Quora,7-May-20
Will COVID 19 cause a global economic collapse that is worse than the great recession of 2008?,-,Quora,7-May-20
How far is a covid-19 vaccine away from March 2020?,-,Quora,7-May-20
What are some good books to read while you're cooped up in self-quarantine during the COVID-19 pandemic?,-,Quora,7-May-20
Is COVID-19 covered in health insurance?,-,Quora,7-May-20
How could the U.S. alter its response to COVID-19 to be more successful?,-,Quora,7-May-20
How will the Covid-19 pandemic benefit society in the long run?,-,Quora,7-May-20
Is there some good news regarding COVID-19?,-,Quora,7-May-20
"Has the shorter ""covid"" become slang for covid-19?",-,Quora,7-May-20
How is Nepal handling Covid-19?,-,Quora,7-May-20
Which sectors would create jobs following the Covid-19 pandemic?,-,Quora,7-May-20
What is the probability of catching the COVID-19 virus during this outbreak?,-,Quora,7-May-20
How can I save money when I am working from home because of COVID-19?,-,Quora,7-May-20
Has COVID-19 changed your personal relationships?,-,Quora,7-May-20
Is India hiding its Covid-19 infected data? Or is the rate low due to not enough people getting tested?,-,Quora,7-May-20
What is the survival rate of those infected by Covid 19 who are put on a ventilator?,-,Quora,7-May-20
Why are the world politicians underestimating COVID-19?,-,Quora,7-May-20
Is Covid-19 undermining our freedom?,-,Quora,7-May-20
Why are Quora moderators deleting COVID-19 experiences? (see comments),-,Quora,7-May-20
What do no mass shootings since COVID-19 shutdowns say about America?,-,Quora,7-May-20
Why is the USA so ill equipped to deal with COVID-19 when its supposedly the most advanced nation on earth?,-,Quora,7-May-20
Will libraries be closing due to COVID-19?,-,Quora,7-May-20
Are blood tests useful to diagnose covid 19?,-,Quora,7-May-20
What movies have been postponed because of COVID-19?,-,Quora,7-May-20
Is China's very high recovery rate from COVID-19 really accurate?,-,Quora,7-May-20
How has Covid-19 affected cryptocurrencies?,-,Quora,7-May-20
What are the changes you can see in India after the covid-19 lockdown?,-,Quora,7-May-20
How did Singapore let covid-19 get out of control after they were doing so well?,-,Quora,7-May-20
Trump rated himself 10/10 on the handling of the Covid-19 pandemic. What do you think?,-,Quora,7-May-20
How effective will the US government policy intervention approved this week be in addressing challenges around COVID-19?,-,Quora,7-May-20
Who should get tested for COVID-19?,-,Quora,7-May-20
How long will the USA be able to control the COVID-19?,-,Quora,7-May-20
What is the proper capitalization for covid-19?,-,Quora,7-May-20
What is Trump’s motivation for promoting hydroxychloroquine as a COVID-19 treatment?,-,Quora,7-May-20
When will COVID-19 end and COVID-20 start?,-,Quora,7-May-20
Will life insurance companies pay the death claim caused by COVID-19?,-,Quora,7-May-20
What is the rate of mutation in the COVID-19?,-,Quora,7-May-20
Will COVID-19 really put the US into Martial Law?,-,Quora,7-May-20
How are you avoiding gaining the COVID-19?,-,Quora,7-May-20
What is the best destination to travel when there is a worldwide pandemic like COVID-19?,-,Quora,7-May-20
Is it true that COVID-19 has a less than 1% fatality rate?,-,Quora,7-May-20
How have the large tech companies been affected by COVID-19?,-,Quora,7-May-20
How does the United States’ response to Covid-19 compare to the UK?,-,Quora,7-May-20
Can you get Covid-19 from packages?,-,Quora,7-May-20
Can one be immune to covid-19?,-,Quora,7-May-20
What percentage of COVID-19 deaths are smoking related?,-,Quora,7-May-20
Why is Sweden treating COVID-19 in a different way? Will there be any bad outcomes?,-,Quora,7-May-20
How will covid 19 affect the financial market?,-,Quora,7-May-20
Which sectors will grow rapidly in India after covid-19?,-,Quora,7-May-20
Has anyone tested the victims of the ‘mysterious vaping pneumonia’ that emerged in the US in Fall of 2019 for COVID-19? It seems likely it was covid-19.,-,Quora,7-May-20
What happens if lockdown can’t prevent from Covid-19 for a whole year especially that there is no vaccine and cure?,-,Quora,7-May-20
"If you have coronavirus (COVID-19), I heard there are breathing exercises to avoid getting pneumonia. What are they?",-,Quora,7-May-20
How many people have died from the COVID-19 virus who had received the flu jab?,-,Quora,7-May-20
Is there anybody in the US not taking COVID 19 seriously?,-,Quora,7-May-20
Why are people more concerned with going back to work than staying home until the COVID-19 virus improves?,-,Quora,7-May-20
Is it worth pursuing an MBA amidst spread Covid-19?,-,Quora,7-May-20
"Is it true that Dr. Charles Lieber, a Harvard professor, created Covid 19 and sold it to China?",-,Quora,7-May-20
Is it possible to develop a vaccine for covid-19 if it’s proved that even survivors don’t develop immunity to this disease?,-,Quora,7-May-20
What kind of person will you be after the covid 19 pandemic?,-,Quora,7-May-20
Why is COVID-19 almost non-existent in Africa?,-,Quora,7-May-20
How does it feel to work from home amid this COVID 19 outbreak?,-,Quora,7-May-20
Is it a good idea to buy Bitcoin during the Coronavirus pandemic?,-,Quora,7-May-20
How long will COVID-19 survive on items you put in the freezer?,-,Quora,7-May-20
Why does Singapore have the cases increased again despite it has a model Coronavirus response?,-,Quora,7-May-20
Is the astrology behind the Corona virus (COVID-19) true?,-,Quora,7-May-20
Shouldn't COVID 2019 be declared as a pandemic?,-,Quora,7-May-20
Is it safe to do grocery shopping in Costco amidst coronavirus (COVID-19)?,-,Quora,7-May-20
Why do people blame Donald Trump for the COVID-19 outbreak?,-,Quora,7-May-20
Is the UK doing enough against covid-19?,-,Quora,7-May-20
Will the world countries view China differently post COVID-19 pandemic?,-,Quora,7-May-20
"If COVID-19 gets out of control in the US, is it possible that Trump will declare martial law at some point?",-,Quora,7-May-20
Did the COVID-19 pandemic become a global mass hysteria?,-,Quora,7-May-20
"Post coronavirus COVID-19, how can we rebuild a better society?",-,Quora,7-May-20
Is India losing fight against the COVID-19?,-,Quora,7-May-20
What do you think of Trump saying that the U.S. is going to seek compensation from China over COVID-19?,-,Quora,7-May-20
Is It safe to travel right after the covid pandemic?,-,Quora,7-May-20
How will COVID-19 affect our generation?,-,Quora,7-May-20
What will happen if Modi gets infected with covid-19?,-,Quora,7-May-20
"If they expect the COVID-19 to stop at the end of cold weather, then why and how has it spread to Texas?",-,Quora,7-May-20
Should the people that died from a stroke after recovering from COVID-19 count as a COVID-19 victim?,-,Quora,7-May-20
"What is the true origin of the COVID-19 virus, and is the Wuhan bat snacking hypothesis credible?",-,Quora,7-May-20
What proof is there that the COVID-19 virus originated in China?,-,Quora,7-May-20
What if Covid-19 lead to mass destruction in India?,-,Quora,7-May-20
What are my chances of dying of COVID 19?,-,Quora,7-May-20
How would the pandemic COVID-19 be different in America if Trump wasn't president?,-,Quora,7-May-20
Which country is providing free COVID-19 test for their citizen?,-,Quora,7-May-20
Why does COVID 19 hit smokers harder?,-,Quora,7-May-20
Will COVID 19 permanently end global travel?,-,Quora,7-May-20
"If Trump, Sanders, and Biden all die of Covid-19, who becomes president?",-,Quora,7-May-20
What is the difference between seasonal flu and covid-19?,-,Quora,7-May-20
Which parts of Africa have been affected by COVID-19?,-,Quora,7-May-20
What has shocked you the most about the US response to COVID-19?,-,Quora,7-May-20
How many cases of Covid-19 are in Russia?,-,Quora,7-May-20
"What is a greater threat to the USA, COVID-19 or terrorism?",-,Quora,7-May-20
Why don't Chinese doctors come to America to help with Covid-19?,-,Quora,7-May-20
How concerned are you about the coronavirus that causes COVID-19?,-,Quora,7-May-20
Will there ever be another pandemic as deadly as COVID-19?,-,Quora,7-May-20
Is Covid-19 the end of the conservative movement in America?,-,Quora,7-May-20
How is COVID-19 affecting people's personal finance?,-,Quora,7-May-20
What are you now avoiding as a result of the COVID-19 outbreak?,-,Quora,7-May-20
What can the jobless person do during COVID 19?,-,Quora,7-May-20
Sonam Kapoor supported Kanika Kapoor in the Covid-19 case. What are your views on this?,-,Quora,7-May-20
How are placements going to get affected by Covid-19?,-,Quora,7-May-20
Are teachers relieved that schools are closed due to COVID-19?,-,Quora,7-May-20
Why we are seeing rising cases due to Covid-19?,-,Quora,7-May-20
What is your biggest discovery during covid-19?,-,Quora,7-May-20
Does your God care about the covid-19 virus?,-,Quora,7-May-20
As a poverty survivor (homelessor not) what are your concerns about the coronavirus/covid-19?,-,Quora,7-May-20
"If Pakistan makes a vaccine of Covid-19, will India buy it?",-,Quora,7-May-20
Can old people with COVID-19 survive?,-,Quora,7-May-20
Will the internet be shut down over Covid-19?,-,Quora,7-May-20
Are we blowing Covid 19 out of proportion?,-,Quora,7-May-20
Did Covid-19 really originate from the province of China? Or just get discovered there?,-,Quora,7-May-20
How are babies not affected by covid 19?,-,Quora,7-May-20
How might blockchain help with the covid 19 outbreak?,-,Quora,7-May-20
What do you think about the Navy terminating the captain of a ship over his handling of positively tested COVID-19 sailors?,-,Quora,7-May-20
Why is COVID-19 nothing like the flu?,-,Quora,7-May-20
"If a vaccine for COVID-19 is not even feasible in 18 months, should social distancing remain a standard?",-,Quora,7-May-20
Will the COVID-19 coronavirus end in March 2020?,-,Quora,7-May-20
"If you could say one thing to COVID-19, what would it be?",-,Quora,7-May-20
How badly has the world economy shuddered so far because of the COVID-19 outbreak?,-,Quora,7-May-20
How is the US reaction to the spread of the covid-19 different from China's?,-,Quora,7-May-20
Do you think the second round of the COVID-19 virus will be worse than the first round?,-,Quora,7-May-20
How could the COVID-19 virus hurt the Chinese Communist Party's legitimacy?,-,Quora,7-May-20
What actions will Arvind Kejriwal take against the Maulana in Nizamuddin (Covid-19)?,-,Quora,7-May-20
Will steam bath or sauna bath help to cure covid-19?,-,Quora,7-May-20
How do you see China after the outbreak of COVID-19?,-,Quora,7-May-20
How do you think the UK Government have handled the COVID 19 CRISIS?,-,Quora,7-May-20
Are Americans going to blame Trump for the COVID-19 situation?,-,Quora,7-May-20
"Covid 19 patient, how do you physically feel? I want to hear from someone who has had covid-19 and recovered.",-,Quora,7-May-20
Is there any justification or rationalization for Trump saying to inject disinfectant into your body to treat COVID-19?,-,Quora,7-May-20
What is 1 good thing that has happened as a result of COVID-19?,-,Quora,7-May-20
Will Jee 2021 postponed due to covid-19?,-,Quora,7-May-20
Is the United States’ preparedness for COVID 19 Trump’s fault?,-,Quora,7-May-20
Why is Kerala the hotbed of COVID-19 outbreak in India?,-,Quora,7-May-20
Will I likely catch the Covid-19 virus in America regardless of washing hands?,-,Quora,7-May-20
Is COVID-19 China’s ‘Chernobyl moment’?,-,Quora,7-May-20
Has anyone gotten COVID-19 twice (re-infected)?,-,Quora,7-May-20
How would you rate the Philippines's response to COVID-19?,-,Quora,7-May-20
Will all jobs come back fast once the Covid 19 pandemic is over?,-,Quora,7-May-20
What are the differences if any between Covid-19 and Covid-2?,-,Quora,7-May-20
"What do you make of the remarkable news of evidence that COVID-19 is 90% less deadly than believed, after the Friday release of a Stanford study?",-,Quora,7-May-20
How do we recover from the economic impacts of COVID-19?,-,Quora,7-May-20
I believe that the Coronavirus (Covid-19) has the potential to be the worse pandemic the world has ever seen by far. Does anyone agree with me?,-,Quora,7-May-20
Is the CoVID-19 coronavirus pandemic comparable to the Black Death pandemic?,-,Quora,7-May-20
Is Covid-19 truly in Nigeria?,-,Quora,7-May-20
Can pink eye be a symptom of CoVID 19?,-,Quora,7-May-20
How long will we be on lockdown for COVID-19?,-,Quora,7-May-20
Is it worth shutting down the UK economy for COVID-19?,-,Quora,7-May-20
How is Mexico dealing with the Covid-19 pandem?,-,Quora,7-May-20
"Why are all patients that die with COVID-19 being classified as COVID-19 related deaths, even though COVID-19 might not have been the cause?",-,Quora,7-May-20
How is the tourism industry across the world being hit due to the spreading of the COVID-19?,-,Quora,7-May-20
Who is to blame for 2020 market crash: COVID-19 virus or delusional economics?,-,Quora,7-May-20
