Question	Answer	Source	Date Retrieved
What is the probability of catching the covid virus during this outbreak	-	Quora	7-May-20
How can I save money when I am working from home because of covid	-	Quora	7-May-20
Has covid changed your personal relationships	-	Quora	7-May-20
What is the survival rate of those infected by covid who are put on a ventilator	-	Quora	7-May-20
Why are the world politicians underestimating covid	-	Quora	7-May-20
Is covid undermining our freedom	-	Quora	7-May-20
Why is the USA so ill equipped to deal with covid when its supposedly the most advanced nation on earth	-	Quora	7-May-20
Will libraries be closing due to covid	-	Quora	7-May-20
Are blood tests useful to diagnose covid	-	Quora	7-May-20
Is China's very high recovery rate from covid really accurate	-	Quora	7-May-20
How has covid affected cryptocurrencies	-	Quora	7-May-20
Who should get tested for covid	-	Quora	7-May-20
How long will the USA be able to control the covid	-	Quora	7-May-20
What is the proper capitalization for covid	-	Quora	7-May-20
What is Trump’s motivation for promoting hydroxychloroquine as a covid treatment	-	Quora	7-May-20
When will covid end and COVID-20 start	-	Quora	7-May-20
Will life insurance companies pay the death claim caused by covid	-	Quora	7-May-20
What is the rate of mutation in the covid	-	Quora	7-May-20
Will covid really put the US into Martial Law	-	Quora	7-May-20
How are you avoiding gaining the covid	-	Quora	7-May-20
What is the best destination to travel when there is a worldwide pandemic like covid	-	Quora	7-May-20
Is it true that covid has a less than 1% fatality rate	-	Quora	7-May-20
How have the large tech companies been affected by covid	-	Quora	7-May-20
Can you get covid from packages	-	Quora	7-May-20
Can one be immune to covid	-	Quora	7-May-20
What percentage of covid deaths are smoking related	-	Quora	7-May-20
How will covid affect the financial market	-	Quora	7-May-20
What happens if lockdown can’t prevent from covid for a whole year especially that there is no vaccine and cure	-	Quora	7-May-20
Why are people more concerned with going back to work than staying home until the covid virus improves	-	Quora	7-May-20
Is it worth pursuing an MBA amidst spread covid	-	Quora	7-May-20
Is it possible to develop a vaccine for covid if it’s proved that even survivors don’t develop immunity to this disease	-	Quora	7-May-20
What kind of person will you be after the covid pandemic	-	Quora	7-May-20
Why is covid almost non-existent in Africa	-	Quora	7-May-20
How does it feel to work from home amid this covid outbreak	-	Quora	7-May-20
Is it a good idea to buy Bitcoin during the covid pandemic	-	Quora	7-May-20
How long will covid survive on items you put in the freezer	-	Quora	7-May-20
Is the astrology behind covid true	-	Quora	7-May-20
Shouldn't covid be declared as a pandemic	-	Quora	7-May-20
Is it safe to do grocery shopping in Costco amidst covid	-	Quora	7-May-20
Why do people blame Donald Trump for the covid outbreak	-	Quora	7-May-20
Will the world countries view China differently post covid pandemic	-	Quora	7-May-20
If covid gets out of control in the US is it possible that Trump will declare martial law at some point	-	Quora	7-May-20
Did the covid pandemic become a global mass hysteria	-	Quora	7-May-20
Post covid how can we rebuild a better society	-	Quora	7-May-20
Is It safe to travel right after the covid pandemic	-	Quora	7-May-20
How will covid affect our generation	-	Quora	7-May-20
Should the people that died from a stroke after recovering from covid count as a covid victim	-	Quora	7-May-20
What is the true origin of the covid virus and is the Wuhan bat snacking hypothesis credible	-	Quora	7-May-20
What proof is there that the covid virus originated in China	-	Quora	7-May-20
What are my chances of dying of covid	-	Quora	7-May-20
How would the pandemic covid be different in America if Trump wasn't president	-	Quora	7-May-20
Which country is providing free covid test for their citizen	-	Quora	7-May-20
Why does covid hit smokers harder	-	Quora	7-May-20
Will covid permanently end global travel	-	Quora	7-May-20
What is the difference between seasonal flu and covid	-	Quora	7-May-20
Why don't Chinese doctors come to America to help with covid	-	Quora	7-May-20
How concerned are you about the covid that causes covid	-	Quora	7-May-20
Will there ever be another pandemic as deadly as covid	-	Quora	7-May-20
Is covid the end of the conservative movement in America	-	Quora	7-May-20
How is covid affecting people's personal finance	-	Quora	7-May-20
What are you now avoiding as a result of the covid outbreak	-	Quora	7-May-20
What can the jobless person do during covid	-	Quora	7-May-20
Are teachers relieved that schools are closed due to covid	-	Quora	7-May-20
Why we are seeing rising cases due to covid	-	Quora	7-May-20
What is your biggest discovery during covid	-	Quora	7-May-20
Can old people with covid survive	-	Quora	7-May-20
Will the internet be shut down over covid	-	Quora	7-May-20
Are we blowing covid out of proportion	-	Quora	7-May-20
Did covid really originate from the province of China Or just get discovered there	-	Quora	7-May-20
How are babies not affected by covid	-	Quora	7-May-20
How might blockchain help with the covid outbreak	-	Quora	7-May-20
Why is covid nothing like the flu	-	Quora	7-May-20
If a vaccine for covid is not even feasible in 18 months should social distancing remain a standard	-	Quora	7-May-20
How badly has the world economy shuddered so far because of the covid outbreak	-	Quora	7-May-20
How is the US reaction to the spread of the covid different from China's	-	Quora	7-May-20
Do you think the second round of the covid virus will be worse than the first round	-	Quora	7-May-20
How could the covid virus hurt the Chinese Communist Party's legitimacy	-	Quora	7-May-20
Will steam bath or sauna bath help to cure covid	-	Quora	7-May-20
How do you see China after the outbreak of covid	-	Quora	7-May-20
Are Americans going to blame Trump for the covid situation	-	Quora	7-May-20
Is there any justification or rationalization for Trump saying to inject disinfectant into your body to treat covid	-	Quora	7-May-20
What is 1 good thing that has happened as a result of covid	-	Quora	7-May-20
Is the United States’ preparedness for covid Trump’s fault	-	Quora	7-May-20
Will I likely catch the covid virus in America regardless of washing hands	-	Quora	7-May-20
Has anyone gotten covid twice (re-infected)	-	Quora	7-May-20
Will all jobs come back fast once the covid pandemic is over	-	Quora	7-May-20
How do we recover from the economic impacts of covid	-	Quora	7-May-20
Is the covid pandemic comparable to the Black Death pandemic	-	Quora	7-May-20
How long will we be on lockdown for covid	-	Quora	7-May-20
Why are all patients that die with covid being classified as covid related deaths even though covid might not have been the cause	-	Quora	7-May-20
How is the tourism industry across the world being hit due to the spreading of the covid	-	Quora	7-May-20
Why is the covid pandemic a bipartisan issue	-	Quora	7-May-20
Are covid hoax hypotheses a form of denial-based coping	-	Quora	7-May-20
What could happen if the cure for covid is not found	-	Quora	7-May-20
What are "things to do at home" during the "covid shut-down period" which will be useful later	-	Quora	7-May-20
What approximately is the actual mortality rate for covid	-	Quora	7-May-20
What business has been affected by covid the most	-	Quora	7-May-20
Is China gaining from the covid pandemic economically	-	Quora	7-May-20
Is it a violation of our freedom for the American economy to be closed due to covid	-	Quora	7-May-20
How can I ease my anxiety during pandemics	-	Quora	7-May-20
Why is the US losing to covid despite being a top big rich country	-	Quora	7-May-20
Will we have a food shortage due to the covid pandemic	-	Quora	7-May-20
Who is more responsible for covid WHO or China	-	Quora	7-May-20
If covid wasn't engineered how did it develop	-	Quora	7-May-20
Are children immuned to the new covid	-	Quora	7-May-20
What is the likelihood that covid will kill the entire population	-	Quora	7-May-20
Do you personally know anybody who has been hospitalized due to the Corona virus covid	-	Quora	7-May-20
What if I infected myself with covid went into isolation and came out when I was immune and not contagious	-	Quora	7-May-20
What if the US fails to contain covid	-	Quora	7-May-20
Why are some doctors using antibiotics to treat covid when it's a virus	-	Quora	7-May-20
How do you exercise at home during covid	-	Quora	7-May-20
How has covid altered US-China relations	-	Quora	7-May-20
How does covid compare to other viruses	-	Quora	7-May-20
Is this covid the beginning of the end for America as we know it	-	Quora	7-May-20
What impact does covid have on addiction	-	Quora	7-May-20
Is it possible to spread the covid after recovering from it	-	Quora	7-May-20
What's the difference between covid and SARS-CoV-2	-	Quora	7-May-20
What will be the breaking point that will declare covid a pandemic	-	Quora	7-May-20
Why is everyone panicked over covid aren't we taking things a little too far	-	Quora	7-May-20
What role is WHO playing in the current covid pandemic	-	Quora	7-May-20
Did covid exist years before scientists discovered it	-	Quora	7-May-20
Is the media hiding what is really going on in US hospitals amidst covid	-	Quora	7-May-20
How are NGOs working for covid relief	-	Quora	7-May-20
Why are Republican states more reluctant to issue stay at home orders to mitigate covid as compared to Democrats	-	Quora	7-May-20
Will covid be another disease like AIDS	-	Quora	7-May-20
Why do some people still ignore that they can get covid virus	-	Quora	7-May-20
Can household pets become infected with covid and then transmit it to other pets and human beings	-	Quora	7-May-20
How was covid created	-	Quora	7-May-20
Can food or clothes be contaminated with covid	-	Quora	7-May-20
If the H1N1 vaccine was developed so quickly why does the covid vaccine take so much time	-	Quora	7-May-20
At what stage is covid the most contagious	-	Quora	7-May-20
Besides covid testing how do you distinguish between the flu and covid	-	Quora	7-May-20
Is our destruction of nature responsible for covid	-	Quora	7-May-20
Is obesity a top risk factor in covid hospitalizations	-	Quora	7-May-20
What are some useful tips for working at home due to the covid	-	Quora	7-May-20
Was covid meant to happen	-	Quora	7-May-20
Can you make money online during covid country lockdown	-	Quora	7-May-20
How will life be changed if in the next generations there is still no vaccine for covid	-	Quora	7-May-20
Do asymptomatic covid subjects develop antibodies despite not having to fight with the virus	-	Quora	7-May-20
What materials are you using to make homemade face masks for covid	-	Quora	7-May-20
How many Americans will lose their jobs during to covid	-	Quora	7-May-20
Why are people still going outside with their kids when it's not safe (covid)	-	Quora	7-May-20
Why does a person's response to covid often correlate to their position on the political spectrum	-	Quora	7-May-20
Which are the medicines currently being used to treat covid	-	Quora	7-May-20
Are KN-95 masks effective for covid	-	Quora	7-May-20
Why is covid so fearful	-	Quora	7-May-20
Why did Trump temporarily suspend immigration into the US amid covid	-	Quora	7-May-20
How do you feel about the anti-lockdown protests happening across the US from covid	-	Quora	7-May-20
What investment strategies will be promising after the covid outbreak ends	-	Quora	7-May-20
Can a hand sanitizer protect your hands more than one hour from covid infection by one wash	-	Quora	7-May-20
Why is Trump still politicizing covid	-	Quora	7-May-20
Why are we still not testing everyone for covid	-	Quora	7-May-20
How effective is the measure of Social Distancing in the fight against covid	-	Quora	7-May-20
Should China be held responsible for the financial and economic liability other countries have suffered due to the covid pandemic	-	Quora	7-May-20
Do you think there will be more racism during covid	-	Quora	7-May-20
Is it possible that you already had the covid virus and didn't know it	-	Quora	7-May-20
How can we distinguish covid from flu as a patient	-	Quora	7-May-20
Does alcohol kill covid	-	Quora	7-May-20
When China went into total lockdown for covid how did they get food to people and how can we accomplish this in the US	-	Quora	7-May-20
Why is everything about covid political	-	Quora	7-May-20
How can I make quick cash during the covid pandemic	-	Quora	7-May-20
Do you think the statistics on covid cases are underestimated	-	Quora	7-May-20
Is the covid virus a sign of an upcoming apocalypse	-	Quora	7-May-20
How painful is the test for covid	-	Quora	7-May-20
Who do you miss the most during covid	-	Quora	7-May-20
Will covid last until everyone dies and humans go extinct	-	Quora	7-May-20
What is the number of victims worldwide due to covid	-	Quora	7-May-20
What changes would covid bring to China	-	Quora	7-May-20
How do you wash vegetables and fruits these days of the covid epidemic	-	Quora	7-May-20
How can washing your hands with basic soap and water kill the covid virus	-	Quora	7-May-20
How is it that some people can be asymptomatic to covid	-	Quora	7-May-20
Why are people visiting the beaches during the covid crisis	-	Quora	7-May-20
How is 3D printing helping with the covid pandemic	-	Quora	7-May-20
Why are covid patients contagious for so long before they show the symptoms	-	Quora	7-May-20
Can a fever be the ONLY symptom of covid	-	Quora	7-May-20
How do I help older people during the covid outbreak	-	Quora	7-May-20
Why is covid called a pandemic and not an epidemic	-	Quora	7-May-20
How soon will a treatment be ready for the covid and how effective could it be	-	Quora	7-May-20
Can quinine be taken to fight this covid virus	-	Quora	7-May-20
If regular flu vaccines can be produced each year why does the covid vaccine need 12-18 months	-	Quora	7-May-20
Why is China downplaying the possibility of USA involvement in the creation and deployment of the covid virus	-	Quora	7-May-20
What is covid	-	Quora	7-May-20
What is the holdup with the covid tests for the US	-	Quora	7-May-20
Will all covid asymptomatic people eventually get sick	-	Quora	7-May-20
How are you buying groceries from home during the covid outbreak	-	Quora	7-May-20
Why has Trump stated that injecting disinfectant will kill covid in a minute	-	Quora	7-May-20
What will you do different in your life now than what you did before since covid	-	Quora	7-May-20
What are countries around the world doing about covid	-	Quora	7-May-20
When is everyone going to take covid seriously	-	Quora	7-May-20
Can a covid patient be treated without a ventilator	-	Quora	7-May-20
What would be the impact of covid on the IT industry globally	-	Quora	7-May-20
Is there any realistic scenario in which Trump could suspend the general election because of covid	-	Quora	7-May-20
Can hydrogen peroxide kill the covid virus	-	Quora	7-May-20
How do you think is the "New Normal" going to look like in after COVID days to come	-	Quora	7-May-20
Should illegal immigrants be tested for free for covid	-	Quora	7-May-20
How is the CDC handling (or mishandling) covid	-	Quora	7-May-20
Is covid disease genetic	-	Quora	7-May-20
Why are there protests in the USA to end the covid lockdown and is it happening in other countries	-	Quora	7-May-20
Is the conspiracy theory of China spreading covid legitimate	-	Quora	7-May-20
Are children as likely to get covid as adults	-	Quora	7-May-20
Why should you not call covid as a Chinese virus	-	Quora	7-May-20
Is the covid pandemic causing you to have OCD	-	Quora	7-May-20
Is chlorine water safe from covid infection	-	Quora	7-May-20
If SARS and MERS were more contagious than covid why is covid spreading like wildly than them	-	Quora	7-May-20
Is it true that those who had BCG vaccination would have immunity against covid	-	Quora	7-May-20
Could covid be the answer to the Fermi paradox	-	Quora	7-May-20
If covid is not very dangerous why are people so scared	-	Quora	7-May-20
How will covid stop if there’s no immunity	-	Quora	7-May-20
What is the lifespan of a covid antibody	-	Quora	7-May-20
How can I be happy sane and productive amid the covid lockdown	-	Quora	7-May-20
Would you consider getting a vaccine for covid	-	Quora	7-May-20
How did the WHO fail in this covid pandemic	-	Quora	7-May-20
What's something you've enjoyed since covid quarantining	-	Quora	7-May-20
Can someone contract covid and not die	-	Quora	7-May-20
How does the covid virus cause death in the infected patient	-	Quora	7-May-20
What do you think have been some of the unintended consequences of the covid pandemic	-	Quora	7-May-20
In light of the covid pandemic is Trump more likely to be re-elected	-	Quora	7-May-20
What's the pH of covid	-	Quora	7-May-20
Why are the immunocompromised a target for covid	-	Quora	7-May-20
Is it true that O+ blood types are immune to the covid	-	Quora	7-May-20
Do masks help prevent the spread of covid	-	Quora	7-May-20
What is the difference between quarantine and isolation as it pertains to covid	-	Quora	7-May-20
How can we stop global panic during the covid pandemic	-	Quora	7-May-20
Are covid data models reliable	-	Quora	7-May-20
How long is the American public willing to stay indoors due to covid	-	Quora	7-May-20
Why should you not take Advil during the covid pandemic	-	Quora	7-May-20
Has anyone that recovered from covid been reinfected	-	Quora	7-May-20
Is the covid being misrepresented by the media for political purposes	-	Quora	7-May-20
Is covid currently mutating	-	Quora	7-May-20
How will global trade change due to covid	-	Quora	7-May-20
How can China lower the spreading of covid	-	Quora	7-May-20
Why does covid have the US on lockdown	-	Quora	7-May-20
Could covid create world war-like conditions	-	Quora	7-May-20
How is covid changing the world for better and for worse	-	Quora	7-May-20
How can the power of artificial intelligence be utilized in fighting the covid	-	Quora	7-May-20
Is covid worse than we are being told	-	Quora	7-May-20
If covid is non-living how could it replicate	-	Quora	7-May-20
Did covid cost Trump his second term	-	Quora	7-May-20
Why is quinine effective in curing covid	-	Quora	7-May-20
Is there a risk of a second wave of covid like the second wave of the Spanish Flu which killed more people compared to the first wave	-	Quora	7-May-20
Since covid came out has it scared you	-	Quora	7-May-20
How can you stop the spreading of covid by sitting at home	-	Quora	7-May-20
Is covid more serious if you smoke and do people who vape face the same or less risks	-	Quora	7-May-20
Why is the USA the only nation protesting against covid practices	-	Quora	7-May-20
What should I do if I had close contact with someone who has covid	-	Quora	7-May-20
What if covid evolves (mutates) into a stronger virus	-	Quora	7-May-20
What lasting health impact will covid have on those who recover from covid	-	Quora	7-May-20
Is Trump managing well on covid	-	Quora	7-May-20
Will covid change US politics	-	Quora	7-May-20
Why are churches closed due to covid	-	Quora	7-May-20
What are some specific new norms that we'll see after covid	-	Quora	7-May-20
Is it safe to have play rehearsals during CoVid	-	Quora	7-May-20
How will the covid pandemic change China’s relationship with the West	-	Quora	7-May-20
Has the link between blood group and the severity of covid effects been confirmed	-	Quora	7-May-20
Will covid lead to the demand for democracy in China	-	Quora	7-May-20
Where can I buy toilet paper considering most stores are sold out due to covid	-	Quora	7-May-20
