Question ID,Question,Source,Answers
53,will covid go away in the summer,data/TSVs/KeywordTool_Dataset.tsv,"'it is not known yet if weather and temperature changes impact or has any connection with covid. at this time, it is not clear or known if the spread of covid will decrease when the weather becomes warmer. ', 'it is not yet known whether weather and temperature affect the spread of covid.'"
53,is there a connection between covid and environment temperatures,data/TSVs/UN_Dataset.tsv,"'it is not known yet if weather and temperature changes impact or has any connection with covid. at this time, it is not clear or known if the spread of covid will decrease when the weather becomes warmer. ', 'it is not yet known whether weather and temperature affect the spread of covid.'"
53,will warm weather stop the outbreak of covid,data/TSVs/CDC_Dataset.tsv,"'it is not known yet if weather and temperature changes impact or has any connection with covid. at this time, it is not clear or known if the spread of covid will decrease when the weather becomes warmer. ', 'it is not yet known whether weather and temperature affect the spread of covid.'"
53,is covid seasonal,data/TSVs/Yahoo_Dataset.tsv,"'it is not known yet if weather and temperature changes impact or has any connection with covid. at this time, it is not clear or known if the spread of covid will decrease when the weather becomes warmer. ', 'it is not yet known whether weather and temperature affect the spread of covid.'"
53,given the evidence so far will covid most likely go away in the summer,data/TSVs/Quora_Dataset.tsv,"'it is not known yet if weather and temperature changes impact or has any connection with covid. at this time, it is not clear or known if the spread of covid will decrease when the weather becomes warmer. ', 'it is not yet known whether weather and temperature affect the spread of covid.'"
54,will covid get worse,data/TSVs/KeywordTool_Dataset.tsv,
54,will covid get worse ,data/TSVs/KeywordTool_Dataset.tsv,
55,will covid come back,data/TSVs/KeywordTool_Dataset.tsv,
55,will covid return next year,data/TSVs/Bing_Dataset.tsv,
55,will covid be a problem next year,data/TSVs/Yahoo_Dataset.tsv,
55,how come covid is going to come back after it goes away for a time,data/TSVs/Yahoo-Answers_Dataset.tsv,
55,is there a risk of a second wave of covid like the second wave of the spanish flu which killed more people compared to the first wave,data/TSVs/Quora_Dataset.tsv,
55,will there be a second wave of the covid infection,data/TSVs/Quora_Dataset.tsv,
55,if president trump opens the economy will we see a second wave of covid,data/TSVs/Quora_Dataset.tsv,
56,who covid deaths,data/TSVs/KeywordTool_Dataset.tsv,"'right now, it appears that covid, the disease caused by the new covid, causes more cases of severe disease and more deaths than the seasonal flu. people over age 85 have the highest risk of fatality and children under 19, the lowest, but this could change as more people are tested and trends become clearer. ', '10%'"
56,world covid death toll,data/TSVs/KeywordTool_Dataset.tsv,"'right now, it appears that covid, the disease caused by the new covid, causes more cases of severe disease and more deaths than the seasonal flu. people over age 85 have the highest risk of fatality and children under 19, the lowest, but this could change as more people are tested and trends become clearer. ', '10%'"
56,who covid mortality rate ,data/TSVs/KeywordTool_Dataset.tsv,"'right now, it appears that covid, the disease caused by the new covid, causes more cases of severe disease and more deaths than the seasonal flu. people over age 85 have the highest risk of fatality and children under 19, the lowest, but this could change as more people are tested and trends become clearer. ', '10%'"
56,what is covid fatality rate,data/TSVs/John-Hopkins_Dataset.tsv,"'right now, it appears that covid, the disease caused by the new covid, causes more cases of severe disease and more deaths than the seasonal flu. people over age 85 have the highest risk of fatality and children under 19, the lowest, but this could change as more people are tested and trends become clearer. ', '10%'"
56,what percentage of people infected with sars cov died,data/TSVs/COVID-QA_Dataset.tsv,"'right now, it appears that covid, the disease caused by the new covid, causes more cases of severe disease and more deaths than the seasonal flu. people over age 85 have the highest risk of fatality and children under 19, the lowest, but this could change as more people are tested and trends become clearer. ', '10%'"
56,what is the number of victims worldwide due to covid,data/TSVs/Quora_Dataset.tsv,"'right now, it appears that covid, the disease caused by the new covid, causes more cases of severe disease and more deaths than the seasonal flu. people over age 85 have the highest risk of fatality and children under 19, the lowest, but this could change as more people are tested and trends become clearer. ', '10%'"
56,what approximately is the actual mortality rate for covid,data/TSVs/Quora_Dataset.tsv,"'right now, it appears that covid, the disease caused by the new covid, causes more cases of severe disease and more deaths than the seasonal flu. people over age 85 have the highest risk of fatality and children under 19, the lowest, but this could change as more people are tested and trends become clearer. ', '10%'"
56,is it true that covid has a less than 1% fatality rate,data/TSVs/Quora_Dataset.tsv,"'right now, it appears that covid, the disease caused by the new covid, causes more cases of severe disease and more deaths than the seasonal flu. people over age 85 have the highest risk of fatality and children under 19, the lowest, but this could change as more people are tested and trends become clearer. ', '10%'"
56,what is the covid fatality rate,data/TSVs/Quora_Dataset.tsv,"'right now, it appears that covid, the disease caused by the new covid, causes more cases of severe disease and more deaths than the seasonal flu. people over age 85 have the highest risk of fatality and children under 19, the lowest, but this could change as more people are tested and trends become clearer. ', '10%'"
57,are covid tests available ,data/TSVs/KeywordTool_Dataset.tsv,"'', 'at this time, the fda has not authorized any covid test to be completely used and processed at home. ', 'yes, there are tests for covid. ', 'to be tested for covid, a sample is typically collected from your nose and/or throat with a special swab at a designated collection location staffed by health care professionals.', 'contact your state, local, tribal, or territorial department for more information, or reach out to a medical provider. '"
57,how can i get tested for covid,data/TSVs/UN_Dataset.tsv,"'', 'at this time, the fda has not authorized any covid test to be completely used and processed at home. ', 'yes, there are tests for covid. ', 'to be tested for covid, a sample is typically collected from your nose and/or throat with a special swab at a designated collection location staffed by health care professionals.', 'contact your state, local, tribal, or territorial department for more information, or reach out to a medical provider. '"
57,are there any tests that i can purchase to test myself at home for covid,data/TSVs/FDA_Dataset.tsv,"'', 'at this time, the fda has not authorized any covid test to be completely used and processed at home. ', 'yes, there are tests for covid. ', 'to be tested for covid, a sample is typically collected from your nose and/or throat with a special swab at a designated collection location staffed by health care professionals.', 'contact your state, local, tribal, or territorial department for more information, or reach out to a medical provider. '"
57,is there a test for covid,data/TSVs/FDA_Dataset.tsv,"'', 'at this time, the fda has not authorized any covid test to be completely used and processed at home. ', 'yes, there are tests for covid. ', 'to be tested for covid, a sample is typically collected from your nose and/or throat with a special swab at a designated collection location staffed by health care professionals.', 'contact your state, local, tribal, or territorial department for more information, or reach out to a medical provider. '"
57,how are people tested for covid,data/TSVs/FDA_Dataset.tsv,"'', 'at this time, the fda has not authorized any covid test to be completely used and processed at home. ', 'yes, there are tests for covid. ', 'to be tested for covid, a sample is typically collected from your nose and/or throat with a special swab at a designated collection location staffed by health care professionals.', 'contact your state, local, tribal, or territorial department for more information, or reach out to a medical provider. '"
57,where can i get tested for covid,data/TSVs/Yahoo_Dataset.tsv,"'', 'at this time, the fda has not authorized any covid test to be completely used and processed at home. ', 'yes, there are tests for covid. ', 'to be tested for covid, a sample is typically collected from your nose and/or throat with a special swab at a designated collection location staffed by health care professionals.', 'contact your state, local, tribal, or territorial department for more information, or reach out to a medical provider. '"
57,are covid tests available,data/TSVs/Yahoo_Dataset.tsv,"'', 'at this time, the fda has not authorized any covid test to be completely used and processed at home. ', 'yes, there are tests for covid. ', 'to be tested for covid, a sample is typically collected from your nose and/or throat with a special swab at a designated collection location staffed by health care professionals.', 'contact your state, local, tribal, or territorial department for more information, or reach out to a medical provider. '"
57,where to get tested for covid,data/TSVs/Yahoo_Dataset.tsv,"'', 'at this time, the fda has not authorized any covid test to be completely used and processed at home. ', 'yes, there are tests for covid. ', 'to be tested for covid, a sample is typically collected from your nose and/or throat with a special swab at a designated collection location staffed by health care professionals.', 'contact your state, local, tribal, or territorial department for more information, or reach out to a medical provider. '"
58,can covid live on hair ,data/TSVs/KeywordTool_Dataset.tsv,
58,can covid live on hair,data/TSVs/KeywordTool_Dataset.tsv,
59,can covid be transmitted through sex ,data/TSVs/KeywordTool_Dataset.tsv,
60,do covid have cure ,data/TSVs/KeywordTool_Dataset.tsv,
60,can covid be cured,data/TSVs/Bing_Dataset.tsv,
60,do covid have a cure,data/TSVs/Bing_Dataset.tsv,
60,is there any cure for covid,data/TSVs/Quora_Dataset.tsv,
60,theres already had a cure in china of covid is it true,data/TSVs/Quora_Dataset.tsv,
61,do covid symptoms come on suddenly,data/TSVs/KeywordTool_Dataset.tsv,
61,does covid go away ,data/TSVs/KeywordTool_Dataset.tsv,
61,do covid symptoms come and go,data/TSVs/Yahoo_Dataset.tsv,
61,do covid symptoms come on quickly,data/TSVs/Yahoo_Dataset.tsv,
61,do covid symptoms come on fast,data/TSVs/Bing_Dataset.tsv,
61,are covid symptoms sudden,data/TSVs/Yahoo_Dataset.tsv,
65,is covid deadly,data/TSVs/KeywordTool_Dataset.tsv,"'absolutely. the vast majority of people with covid survive. ', 'if you are not in an area where covid is spreading, or if you have not travelled from one of those areas or have not been in close contact with someone who has and is feeling unwell, your chances of getting it are currently low.'"
65,is covid that bad ,data/TSVs/KeywordTool_Dataset.tsv,"'absolutely. the vast majority of people with covid survive. ', 'if you are not in an area where covid is spreading, or if you have not travelled from one of those areas or have not been in close contact with someone who has and is feeling unwell, your chances of getting it are currently low.'"
65,if infected with covid can you survive it and recover,data/TSVs/CNN_Dataset.tsv,"'absolutely. the vast majority of people with covid survive. ', 'if you are not in an area where covid is spreading, or if you have not travelled from one of those areas or have not been in close contact with someone who has and is feeling unwell, your chances of getting it are currently low.'"
65,should i worry about covid ,data/TSVs/WJLA_Dataset.tsv,"'absolutely. the vast majority of people with covid survive. ', 'if you are not in an area where covid is spreading, or if you have not travelled from one of those areas or have not been in close contact with someone who has and is feeling unwell, your chances of getting it are currently low.'"
65,had covid and recovered,data/TSVs/Bing_Dataset.tsv,"'absolutely. the vast majority of people with covid survive. ', 'if you are not in an area where covid is spreading, or if you have not travelled from one of those areas or have not been in close contact with someone who has and is feeling unwell, your chances of getting it are currently low.'"
65,do you think the covid outbreak is really serious,data/TSVs/Quora_Dataset.tsv,"'absolutely. the vast majority of people with covid survive. ', 'if you are not in an area where covid is spreading, or if you have not travelled from one of those areas or have not been in close contact with someone who has and is feeling unwell, your chances of getting it are currently low.'"
65,is the fear around the covid overblown justified or too early to say,data/TSVs/Quora_Dataset.tsv,"'absolutely. the vast majority of people with covid survive. ', 'if you are not in an area where covid is spreading, or if you have not travelled from one of those areas or have not been in close contact with someone who has and is feeling unwell, your chances of getting it are currently low.'"
65,how scared are you about covid,data/TSVs/Quora_Dataset.tsv,"'absolutely. the vast majority of people with covid survive. ', 'if you are not in an area where covid is spreading, or if you have not travelled from one of those areas or have not been in close contact with someone who has and is feeling unwell, your chances of getting it are currently low.'"
65,are you panicking over the covid,data/TSVs/Quora_Dataset.tsv,"'absolutely. the vast majority of people with covid survive. ', 'if you are not in an area where covid is spreading, or if you have not travelled from one of those areas or have not been in close contact with someone who has and is feeling unwell, your chances of getting it are currently low.'"
65,has anyone actually recovered from the covid virus,data/TSVs/Quora_Dataset.tsv,"'absolutely. the vast majority of people with covid survive. ', 'if you are not in an area where covid is spreading, or if you have not travelled from one of those areas or have not been in close contact with someone who has and is feeling unwell, your chances of getting it are currently low.'"
65,since covid came out has it scared you,data/TSVs/Quora_Dataset.tsv,"'absolutely. the vast majority of people with covid survive. ', 'if you are not in an area where covid is spreading, or if you have not travelled from one of those areas or have not been in close contact with someone who has and is feeling unwell, your chances of getting it are currently low.'"
65,how concerned are you about the covid that causes covid,data/TSVs/Quora_Dataset.tsv,"'absolutely. the vast majority of people with covid survive. ', 'if you are not in an area where covid is spreading, or if you have not travelled from one of those areas or have not been in close contact with someone who has and is feeling unwell, your chances of getting it are currently low.'"
65,are you afraid of the covid virus,data/TSVs/Quora_Dataset.tsv,"'absolutely. the vast majority of people with covid survive. ', 'if you are not in an area where covid is spreading, or if you have not travelled from one of those areas or have not been in close contact with someone who has and is feeling unwell, your chances of getting it are currently low.'"
65,what are my chances of dying of covid,data/TSVs/Quora_Dataset.tsv,"'absolutely. the vast majority of people with covid survive. ', 'if you are not in an area where covid is spreading, or if you have not travelled from one of those areas or have not been in close contact with someone who has and is feeling unwell, your chances of getting it are currently low.'"
65,are you worried about covid,data/TSVs/Quora_Dataset.tsv,"'absolutely. the vast majority of people with covid survive. ', 'if you are not in an area where covid is spreading, or if you have not travelled from one of those areas or have not been in close contact with someone who has and is feeling unwell, your chances of getting it are currently low.'"
65,compared to past pandemics how deadly is covid,data/TSVs/Quora_Dataset.tsv,"'absolutely. the vast majority of people with covid survive. ', 'if you are not in an area where covid is spreading, or if you have not travelled from one of those areas or have not been in close contact with someone who has and is feeling unwell, your chances of getting it are currently low.'"
65,can someone contract the covid and not die,data/TSVs/Quora_Dataset.tsv,"'absolutely. the vast majority of people with covid survive. ', 'if you are not in an area where covid is spreading, or if you have not travelled from one of those areas or have not been in close contact with someone who has and is feeling unwell, your chances of getting it are currently low.'"
66,should covid be capitalized ,data/TSVs/KeywordTool_Dataset.tsv,
66,should covid be all caps,data/TSVs/Bing_Dataset.tsv,
66,should covid be capitalized,data/TSVs/Bing_Dataset.tsv,
66,what is the proper capitalization for covid,data/TSVs/Quora_Dataset.tsv,
67,was covid predicted,data/TSVs/Yahoo_Dataset.tsv,
67,was the covid predicted by anyone,data/TSVs/Quora_Dataset.tsv,
67,did anyone see the covid virus coming,data/TSVs/Quora_Dataset.tsv,
69,which covid kills human ,data/TSVs/KeywordTool_Dataset.tsv,
70,who covid test kits ,data/TSVs/KeywordTool_Dataset.tsv,
71,why covid lockdown ,data/TSVs/KeywordTool_Dataset.tsv,"'we really should be, said dr. anthony fauci, a member of the white house covid task force. '"
71,should all americans be under stay at home orders,data/TSVs/CNN_Dataset.tsv,"'we really should be, said dr. anthony fauci, a member of the white house covid task force. '"
75,can covid live on paper,data/TSVs/Yahoo_Dataset.tsv,"'although the new covid weakens and dies over time outside of the human body, studies suggest that it can live on surfaces for a few hours or up to several days, depending on surface, temperature and other environmental factors.', 'studies suggest that covides (including preliminary information on the covid virus) may persist on surfaces for a few hours or up to several days. this may vary under different conditions (e.g. type of surface, temperature or humidity of the environment). ', 'yes. the likelihood of an infected person contaminating commercial goods is low and the risk of catching the virus that causes covid from a package that has been moved, travelled, and exposed to different conditions and temperature is also low. ', 'covid can stay alive for up to three days on stainless steel and plastic. but clothing is probably more like cardboard — its more absorbent, so the virus is unlikely to stay and last that long.', 'i would suggest wiping down external surfaces of canned or wrapped foods,” said dr. celine gounder, an infectious disease specialist at bellevue hospital center. ', 'no. the new covid cannot be transmitted through goods manufactured in china or any country reporting covid cases ', 'viruses can live on surfaces and objects — including on money — although your chance of actually getting covid from cash is probably very low.', 'up to three days, depending on the surface. ', 'although the virus can survive for a short period on some surfaces, it is unlikely to be spread from domestic or international mail, products or packaging. ', 'yes. the likelihood of an infected person contaminating commercial goods is low and the risk of catching the virus that causes covid from a package that has been moved, travelled, and exposed to different conditions and temperature is also low.', 'it is not certain how long the virus that causes covid survives on surfaces, but it seems to behave like other covides. studies suggest that covides (including preliminary information on the covid virus) may persist on surfaces for a few hours or up to several days.'"
75,was covid found in toilet paper,data/TSVs/KeywordTool_Dataset.tsv,"'although the new covid weakens and dies over time outside of the human body, studies suggest that it can live on surfaces for a few hours or up to several days, depending on surface, temperature and other environmental factors.', 'studies suggest that covides (including preliminary information on the covid virus) may persist on surfaces for a few hours or up to several days. this may vary under different conditions (e.g. type of surface, temperature or humidity of the environment). ', 'yes. the likelihood of an infected person contaminating commercial goods is low and the risk of catching the virus that causes covid from a package that has been moved, travelled, and exposed to different conditions and temperature is also low. ', 'covid can stay alive for up to three days on stainless steel and plastic. but clothing is probably more like cardboard — its more absorbent, so the virus is unlikely to stay and last that long.', 'i would suggest wiping down external surfaces of canned or wrapped foods,” said dr. celine gounder, an infectious disease specialist at bellevue hospital center. ', 'no. the new covid cannot be transmitted through goods manufactured in china or any country reporting covid cases ', 'viruses can live on surfaces and objects — including on money — although your chance of actually getting covid from cash is probably very low.', 'up to three days, depending on the surface. ', 'although the virus can survive for a short period on some surfaces, it is unlikely to be spread from domestic or international mail, products or packaging. ', 'yes. the likelihood of an infected person contaminating commercial goods is low and the risk of catching the virus that causes covid from a package that has been moved, travelled, and exposed to different conditions and temperature is also low.', 'it is not certain how long the virus that causes covid survives on surfaces, but it seems to behave like other covides. studies suggest that covides (including preliminary information on the covid virus) may persist on surfaces for a few hours or up to several days.'"
75,does covid live on clothes,data/TSVs/KeywordTool_Dataset.tsv,"'although the new covid weakens and dies over time outside of the human body, studies suggest that it can live on surfaces for a few hours or up to several days, depending on surface, temperature and other environmental factors.', 'studies suggest that covides (including preliminary information on the covid virus) may persist on surfaces for a few hours or up to several days. this may vary under different conditions (e.g. type of surface, temperature or humidity of the environment). ', 'yes. the likelihood of an infected person contaminating commercial goods is low and the risk of catching the virus that causes covid from a package that has been moved, travelled, and exposed to different conditions and temperature is also low. ', 'covid can stay alive for up to three days on stainless steel and plastic. but clothing is probably more like cardboard — its more absorbent, so the virus is unlikely to stay and last that long.', 'i would suggest wiping down external surfaces of canned or wrapped foods,” said dr. celine gounder, an infectious disease specialist at bellevue hospital center. ', 'no. the new covid cannot be transmitted through goods manufactured in china or any country reporting covid cases ', 'viruses can live on surfaces and objects — including on money — although your chance of actually getting covid from cash is probably very low.', 'up to three days, depending on the surface. ', 'although the virus can survive for a short period on some surfaces, it is unlikely to be spread from domestic or international mail, products or packaging. ', 'yes. the likelihood of an infected person contaminating commercial goods is low and the risk of catching the virus that causes covid from a package that has been moved, travelled, and exposed to different conditions and temperature is also low.', 'it is not certain how long the virus that causes covid survives on surfaces, but it seems to behave like other covides. studies suggest that covides (including preliminary information on the covid virus) may persist on surfaces for a few hours or up to several days.'"
75,can covid live on objects,data/TSVs/John-Hopkins_Dataset.tsv,"'although the new covid weakens and dies over time outside of the human body, studies suggest that it can live on surfaces for a few hours or up to several days, depending on surface, temperature and other environmental factors.', 'studies suggest that covides (including preliminary information on the covid virus) may persist on surfaces for a few hours or up to several days. this may vary under different conditions (e.g. type of surface, temperature or humidity of the environment). ', 'yes. the likelihood of an infected person contaminating commercial goods is low and the risk of catching the virus that causes covid from a package that has been moved, travelled, and exposed to different conditions and temperature is also low. ', 'covid can stay alive for up to three days on stainless steel and plastic. but clothing is probably more like cardboard — its more absorbent, so the virus is unlikely to stay and last that long.', 'i would suggest wiping down external surfaces of canned or wrapped foods,” said dr. celine gounder, an infectious disease specialist at bellevue hospital center. ', 'no. the new covid cannot be transmitted through goods manufactured in china or any country reporting covid cases ', 'viruses can live on surfaces and objects — including on money — although your chance of actually getting covid from cash is probably very low.', 'up to three days, depending on the surface. ', 'although the virus can survive for a short period on some surfaces, it is unlikely to be spread from domestic or international mail, products or packaging. ', 'yes. the likelihood of an infected person contaminating commercial goods is low and the risk of catching the virus that causes covid from a package that has been moved, travelled, and exposed to different conditions and temperature is also low.', 'it is not certain how long the virus that causes covid survives on surfaces, but it seems to behave like other covides. studies suggest that covides (including preliminary information on the covid virus) may persist on surfaces for a few hours or up to several days.'"
75,how long does the virus survive on surfaces,data/TSVs/WJLA_Dataset.tsv,"'although the new covid weakens and dies over time outside of the human body, studies suggest that it can live on surfaces for a few hours or up to several days, depending on surface, temperature and other environmental factors.', 'studies suggest that covides (including preliminary information on the covid virus) may persist on surfaces for a few hours or up to several days. this may vary under different conditions (e.g. type of surface, temperature or humidity of the environment). ', 'yes. the likelihood of an infected person contaminating commercial goods is low and the risk of catching the virus that causes covid from a package that has been moved, travelled, and exposed to different conditions and temperature is also low. ', 'covid can stay alive for up to three days on stainless steel and plastic. but clothing is probably more like cardboard — its more absorbent, so the virus is unlikely to stay and last that long.', 'i would suggest wiping down external surfaces of canned or wrapped foods,” said dr. celine gounder, an infectious disease specialist at bellevue hospital center. ', 'no. the new covid cannot be transmitted through goods manufactured in china or any country reporting covid cases ', 'viruses can live on surfaces and objects — including on money — although your chance of actually getting covid from cash is probably very low.', 'up to three days, depending on the surface. ', 'although the virus can survive for a short period on some surfaces, it is unlikely to be spread from domestic or international mail, products or packaging. ', 'yes. the likelihood of an infected person contaminating commercial goods is low and the risk of catching the virus that causes covid from a package that has been moved, travelled, and exposed to different conditions and temperature is also low.', 'it is not certain how long the virus that causes covid survives on surfaces, but it seems to behave like other covides. studies suggest that covides (including preliminary information on the covid virus) may persist on surfaces for a few hours or up to several days.'"
75,is it safe to receive a package from an area where covid has been reported,data/TSVs/UN_Dataset.tsv,"'although the new covid weakens and dies over time outside of the human body, studies suggest that it can live on surfaces for a few hours or up to several days, depending on surface, temperature and other environmental factors.', 'studies suggest that covides (including preliminary information on the covid virus) may persist on surfaces for a few hours or up to several days. this may vary under different conditions (e.g. type of surface, temperature or humidity of the environment). ', 'yes. the likelihood of an infected person contaminating commercial goods is low and the risk of catching the virus that causes covid from a package that has been moved, travelled, and exposed to different conditions and temperature is also low. ', 'covid can stay alive for up to three days on stainless steel and plastic. but clothing is probably more like cardboard — its more absorbent, so the virus is unlikely to stay and last that long.', 'i would suggest wiping down external surfaces of canned or wrapped foods,” said dr. celine gounder, an infectious disease specialist at bellevue hospital center. ', 'no. the new covid cannot be transmitted through goods manufactured in china or any country reporting covid cases ', 'viruses can live on surfaces and objects — including on money — although your chance of actually getting covid from cash is probably very low.', 'up to three days, depending on the surface. ', 'although the virus can survive for a short period on some surfaces, it is unlikely to be spread from domestic or international mail, products or packaging. ', 'yes. the likelihood of an infected person contaminating commercial goods is low and the risk of catching the virus that causes covid from a package that has been moved, travelled, and exposed to different conditions and temperature is also low.', 'it is not certain how long the virus that causes covid survives on surfaces, but it seems to behave like other covides. studies suggest that covides (including preliminary information on the covid virus) may persist on surfaces for a few hours or up to several days.'"
75,do i need to wash my clothes right after encountering other people,data/TSVs/CNN_Dataset.tsv,"'although the new covid weakens and dies over time outside of the human body, studies suggest that it can live on surfaces for a few hours or up to several days, depending on surface, temperature and other environmental factors.', 'studies suggest that covides (including preliminary information on the covid virus) may persist on surfaces for a few hours or up to several days. this may vary under different conditions (e.g. type of surface, temperature or humidity of the environment). ', 'yes. the likelihood of an infected person contaminating commercial goods is low and the risk of catching the virus that causes covid from a package that has been moved, travelled, and exposed to different conditions and temperature is also low. ', 'covid can stay alive for up to three days on stainless steel and plastic. but clothing is probably more like cardboard — its more absorbent, so the virus is unlikely to stay and last that long.', 'i would suggest wiping down external surfaces of canned or wrapped foods,” said dr. celine gounder, an infectious disease specialist at bellevue hospital center. ', 'no. the new covid cannot be transmitted through goods manufactured in china or any country reporting covid cases ', 'viruses can live on surfaces and objects — including on money — although your chance of actually getting covid from cash is probably very low.', 'up to three days, depending on the surface. ', 'although the virus can survive for a short period on some surfaces, it is unlikely to be spread from domestic or international mail, products or packaging. ', 'yes. the likelihood of an infected person contaminating commercial goods is low and the risk of catching the virus that causes covid from a package that has been moved, travelled, and exposed to different conditions and temperature is also low.', 'it is not certain how long the virus that causes covid survives on surfaces, but it seems to behave like other covides. studies suggest that covides (including preliminary information on the covid virus) may persist on surfaces for a few hours or up to several days.'"
75,should i disinfect my groceries,data/TSVs/CNN_Dataset.tsv,"'although the new covid weakens and dies over time outside of the human body, studies suggest that it can live on surfaces for a few hours or up to several days, depending on surface, temperature and other environmental factors.', 'studies suggest that covides (including preliminary information on the covid virus) may persist on surfaces for a few hours or up to several days. this may vary under different conditions (e.g. type of surface, temperature or humidity of the environment). ', 'yes. the likelihood of an infected person contaminating commercial goods is low and the risk of catching the virus that causes covid from a package that has been moved, travelled, and exposed to different conditions and temperature is also low. ', 'covid can stay alive for up to three days on stainless steel and plastic. but clothing is probably more like cardboard — its more absorbent, so the virus is unlikely to stay and last that long.', 'i would suggest wiping down external surfaces of canned or wrapped foods,” said dr. celine gounder, an infectious disease specialist at bellevue hospital center. ', 'no. the new covid cannot be transmitted through goods manufactured in china or any country reporting covid cases ', 'viruses can live on surfaces and objects — including on money — although your chance of actually getting covid from cash is probably very low.', 'up to three days, depending on the surface. ', 'although the virus can survive for a short period on some surfaces, it is unlikely to be spread from domestic or international mail, products or packaging. ', 'yes. the likelihood of an infected person contaminating commercial goods is low and the risk of catching the virus that causes covid from a package that has been moved, travelled, and exposed to different conditions and temperature is also low.', 'it is not certain how long the virus that causes covid survives on surfaces, but it seems to behave like other covides. studies suggest that covides (including preliminary information on the covid virus) may persist on surfaces for a few hours or up to several days.'"
75,can i get covid from a package sent from china,data/TSVs/CNN_Dataset.tsv,"'although the new covid weakens and dies over time outside of the human body, studies suggest that it can live on surfaces for a few hours or up to several days, depending on surface, temperature and other environmental factors.', 'studies suggest that covides (including preliminary information on the covid virus) may persist on surfaces for a few hours or up to several days. this may vary under different conditions (e.g. type of surface, temperature or humidity of the environment). ', 'yes. the likelihood of an infected person contaminating commercial goods is low and the risk of catching the virus that causes covid from a package that has been moved, travelled, and exposed to different conditions and temperature is also low. ', 'covid can stay alive for up to three days on stainless steel and plastic. but clothing is probably more like cardboard — its more absorbent, so the virus is unlikely to stay and last that long.', 'i would suggest wiping down external surfaces of canned or wrapped foods,” said dr. celine gounder, an infectious disease specialist at bellevue hospital center. ', 'no. the new covid cannot be transmitted through goods manufactured in china or any country reporting covid cases ', 'viruses can live on surfaces and objects — including on money — although your chance of actually getting covid from cash is probably very low.', 'up to three days, depending on the surface. ', 'although the virus can survive for a short period on some surfaces, it is unlikely to be spread from domestic or international mail, products or packaging. ', 'yes. the likelihood of an infected person contaminating commercial goods is low and the risk of catching the virus that causes covid from a package that has been moved, travelled, and exposed to different conditions and temperature is also low.', 'it is not certain how long the virus that causes covid survives on surfaces, but it seems to behave like other covides. studies suggest that covides (including preliminary information on the covid virus) may persist on surfaces for a few hours or up to several days.'"
75,can you get covid from touching money,data/TSVs/CNN_Dataset.tsv,"'although the new covid weakens and dies over time outside of the human body, studies suggest that it can live on surfaces for a few hours or up to several days, depending on surface, temperature and other environmental factors.', 'studies suggest that covides (including preliminary information on the covid virus) may persist on surfaces for a few hours or up to several days. this may vary under different conditions (e.g. type of surface, temperature or humidity of the environment). ', 'yes. the likelihood of an infected person contaminating commercial goods is low and the risk of catching the virus that causes covid from a package that has been moved, travelled, and exposed to different conditions and temperature is also low. ', 'covid can stay alive for up to three days on stainless steel and plastic. but clothing is probably more like cardboard — its more absorbent, so the virus is unlikely to stay and last that long.', 'i would suggest wiping down external surfaces of canned or wrapped foods,” said dr. celine gounder, an infectious disease specialist at bellevue hospital center. ', 'no. the new covid cannot be transmitted through goods manufactured in china or any country reporting covid cases ', 'viruses can live on surfaces and objects — including on money — although your chance of actually getting covid from cash is probably very low.', 'up to three days, depending on the surface. ', 'although the virus can survive for a short period on some surfaces, it is unlikely to be spread from domestic or international mail, products or packaging. ', 'yes. the likelihood of an infected person contaminating commercial goods is low and the risk of catching the virus that causes covid from a package that has been moved, travelled, and exposed to different conditions and temperature is also low.', 'it is not certain how long the virus that causes covid survives on surfaces, but it seems to behave like other covides. studies suggest that covides (including preliminary information on the covid virus) may persist on surfaces for a few hours or up to several days.'"
75,how long does covid stay alive” on surfaces,data/TSVs/CNN_Dataset.tsv,"'although the new covid weakens and dies over time outside of the human body, studies suggest that it can live on surfaces for a few hours or up to several days, depending on surface, temperature and other environmental factors.', 'studies suggest that covides (including preliminary information on the covid virus) may persist on surfaces for a few hours or up to several days. this may vary under different conditions (e.g. type of surface, temperature or humidity of the environment). ', 'yes. the likelihood of an infected person contaminating commercial goods is low and the risk of catching the virus that causes covid from a package that has been moved, travelled, and exposed to different conditions and temperature is also low. ', 'covid can stay alive for up to three days on stainless steel and plastic. but clothing is probably more like cardboard — its more absorbent, so the virus is unlikely to stay and last that long.', 'i would suggest wiping down external surfaces of canned or wrapped foods,” said dr. celine gounder, an infectious disease specialist at bellevue hospital center. ', 'no. the new covid cannot be transmitted through goods manufactured in china or any country reporting covid cases ', 'viruses can live on surfaces and objects — including on money — although your chance of actually getting covid from cash is probably very low.', 'up to three days, depending on the surface. ', 'although the virus can survive for a short period on some surfaces, it is unlikely to be spread from domestic or international mail, products or packaging. ', 'yes. the likelihood of an infected person contaminating commercial goods is low and the risk of catching the virus that causes covid from a package that has been moved, travelled, and exposed to different conditions and temperature is also low.', 'it is not certain how long the virus that causes covid survives on surfaces, but it seems to behave like other covides. studies suggest that covides (including preliminary information on the covid virus) may persist on surfaces for a few hours or up to several days.'"
